id,mpn_raw,mpn_normalized,description_text,manufacturer_raw,source_field,source_system,contract_no
441,133650,133650,"PREMIUM SUGICLIP III 9.0","MEDTRONIC MINIM",Facility_Product_Description,PO_PREMIER,PP-OR-1487
441,133650,133650,"APPLIER CLIP PREMIUM SURGICLIP III OPEN AUTOMATIC 9IN PRELOADED LIGATING ERGONOMIC HANDLE BLACK SINGLE-USE F/20-SMALL SUPER INTERLOCK TITANIUM CLIP 6/BX","COVIDIEN SALES LLC",Product_Description,PO_PREMIER,PP-OR-1487
441,133650,133650,"APPLIER, SURGICLIP III 9.0IN SMALL",COVIDIEN,Facility_Product_Description,PO_PREMIER,PP-OR-1487
462,134048,134048,"APPLIER CLIP PREMIUM SURGICLIP OPEN AUTOMATIC 13IN ERGONOMIC HANDLE GREEN LATEX-FREE DEHP-FREE STERILE SINGLE-USE F/15-SUPER INTERNAL INTERLOCK LARGE TITANIUM CLIP VETERINARY 6/BX","COVIDIEN SALES LLC",Product_Description,PO_PREMIER,PP-OR-1487
462,134048,134048,"APPLIER, SURGICLIP LRG 13.0 TIT",COVIDIEN,Facility_Product_Description,PO_PREMIER,PP-OR-1487
463,134051,134051,"APPLIER CLIP PREMIUM SURGICLIP II OPEN AUTOMATIC 9.75IN RATCHETED BLUE LATEX-FREE DEHP-FREE STERILE SINGLE-USE F/20-SUPER INTERLOCK MEDIUM TITANIUM CLIP VETERINARY 6/BX","COVIDIEN SALES LLC",Product_Description,PO_PREMIER,PP-OR-1487
463,134051,134051,"APPLIER, SURGICLIP MED 9.75",COVIDIEN,Facility_Product_Description,PO_PREMIER,PP-OR-1487
463,134051,134051,"PREMIUM SURGICLIP II 9.75",MEDTRONIC,Facility_Product_Description,PO_PREMIER,PP-OR-1487
463,134051,134051,"PREMIUM SURGICLIP II 9.75","COVIDIEN LP",Facility_Product_Description,PO_PREMIER,PP-OR-1487
464,134053,134053,"APPLIER, SURGICLIP 11.5IN MED",COVIDIEN,Facility_Product_Description,PO_PREMIER,PP-OR-1487
